,Unnamed: 0,bin_serial,row_id,id,bin_level,occluded,created_at,detected_at,raw_data_id,raw_data_setting_id,Seriale,DataUltimaRilevazione,DataUltimaTrasmissione,DataPrimaInstallazione,Esterno,Latitudine,Longitudine,Indirizzo,Cap,UnitaTerritoriale,Viario,Tronco,AreaGestionale,TipoAnomalia,to_visit,date,hour,Cluster_labels,Silhouette
10,10,119010873,6854,14961199,4,2,2019-09-03 10:50:33,2019-09-03 10:35:30,256664484,21,119010873,2019-04-11 11:51:39,2019-04-11 11:51:39,2019-06-03 10:16:31,Si,45.51255820000001,9.229107699999998,VIA DON PORRO CARLO 23,20128,1 - OLGETTINA,2599.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,0,0.7807404508991456
11,11,119010877,7170,14934808,4,1,2019-09-03 06:16:16,2019-09-03 06:01:14,256462538,21,119010877,2019-04-11 11:44:03,2019-04-11 11:44:03,2019-06-03 09:09:01,Si,45.5063343,9.226065400000001,VIA STEFANARDO DA VIMERCATE,20128,1 - OLGETTINA,2456.0,20.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,6,1,-0.6813328163083262
12,12,119010878,7551,14933379,4,1,2019-09-03 05:51:31,2019-09-03 05:36:26,256444238,21,119010878,2019-08-10 14:53:47,2019-09-10 06:22:33,2019-06-03 08:13:17,Si,45.505207500000004,9.2378344,VIA PONTE NUOVO,20128,1 - OLGETTINA,2494.0,20.0,20 - PADOVA - ADRIANO,ANOMALIA TX,1,20190903,5,0,0.6982312655345938
13,13,119010882,8743,14955673,1,2,2019-09-03 09:50:51,2019-09-03 09:35:48,256620572,21,119010882,2019-04-11 11:36:55,2019-04-11 11:51:55,2019-06-03 07:46:14,Si,45.5041769,9.227718300000001,VIA ALGHERO 3,20128,1 - OLGETTINA,2453.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,9,1,-0.6513237497602515
14,14,119010889,9263,14941271,4,2,2019-09-03 07:14:34,2019-09-03 06:59:29,256505513,21,119010889,2019-03-11 13:42:38,2019-04-11 11:42:20,2019-06-03 10:06:35,Si,45.510765,9.229656199999999,VIA DON PORRO CARLO 1,20128,1 - OLGETTINA,2599.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,6,0,0.7889921780156233
15,15,119010891,9822,14931371,4,2,2019-09-03 05:12:44,2019-09-03 05:12:39,256415451,21,119010891,2019-04-11 11:40:09,2019-04-11 11:40:09,2019-06-03 08:04:25,Si,45.505815399999996,9.235096400000002,VIA GOLFO DEGLI ARANCI 12,20128,1 - OLGETTINA,2463.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,5,0,0.7566996259808471
16,16,119010893,10392,14955635,4,2,2019-09-03 09:50:29,2019-09-03 09:50:28,256620357,21,119010893,2019-04-11 10:50:57,2019-04-11 11:51:07,2019-06-03 07:58:57,Si,45.5055499,9.2339256,VIA BIUMI PAOLO 16,20128,1 - OLGETTINA,2465.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,9,0,0.7477942383382774
17,17,119010894,10819,14951468,4,2,2019-09-03 09:06:27,2019-09-03 08:51:26,256587865,21,119010894,2019-03-11 02:21:30,2019-04-11 11:33:16,2019-06-03 10:26:16,Si,45.51218520000001,9.224354,VIALE MONZA 267,20126,1 - OLGETTINA,2274.0,380.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,8,0,0.6741655254752841
18,18,119010897,11380,14959466,4,1,2019-09-03 10:32:44,2019-09-03 10:32:40,256651238,21,119010897,2019-04-11 10:38:45,2019-04-11 11:38:59,2019-06-03 10:02:04,Si,45.5124475,9.227643400000002,VIA DON BIGIOGERA ROBERTO 1,20128,1 - OLGETTINA,2714.0,41.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,0,0.7574872536322159
19,19,119010899,11758,14957328,4,1,2019-09-03 10:09:01,2019-09-03 09:54:00,256633862,21,119010899,2019-04-11 11:23:26,2019-04-11 11:38:26,2019-06-03 08:28:59,Si,45.5079877,9.2365153,VIA PONTE NUOVO 42,20128,1 - OLGETTINA,2494.0,60.0,20 - PADOVA - ADRIANO,,1,20190903,9,0,0.7808583917490142
