,Unnamed: 0,bin_serial,row_id,id,bin_level,occluded,created_at,detected_at,raw_data_id,raw_data_setting_id,Seriale,DataUltimaRilevazione,DataUltimaTrasmissione,DataPrimaInstallazione,Esterno,Latitudine,Longitudine,Indirizzo,Cap,UnitaTerritoriale,Viario,Tronco,AreaGestionale,TipoAnomalia,to_visit,date,hour,Cluster_labels,Silhouette
10,10,119010873,6854,14961199,4,2,2019-09-03 10:50:33,2019-09-03 10:35:30,256664484,21,119010873,2019-04-11 11:51:39,2019-04-11 11:51:39,2019-06-03 10:16:31,Si,45.51255820000001,9.229107699999998,VIA DON PORRO CARLO 23,20128,1 - OLGETTINA,2599.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,13,0.2554940333218943
11,11,119010877,7170,14934808,4,1,2019-09-03 06:16:16,2019-09-03 06:01:14,256462538,21,119010877,2019-04-11 11:44:03,2019-04-11 11:44:03,2019-06-03 09:09:01,Si,45.5063343,9.226065400000001,VIA STEFANARDO DA VIMERCATE,20128,1 - OLGETTINA,2456.0,20.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,6,13,0.5028208487174088
12,12,119010878,7551,14933379,4,1,2019-09-03 05:51:31,2019-09-03 05:36:26,256444238,21,119010878,2019-08-10 14:53:47,2019-09-10 06:22:33,2019-06-03 08:13:17,Si,45.505207500000004,9.2378344,VIA PONTE NUOVO,20128,1 - OLGETTINA,2494.0,20.0,20 - PADOVA - ADRIANO,ANOMALIA TX,1,20190903,5,2,0.25496453846582723
13,13,119010882,8743,14955673,1,2,2019-09-03 09:50:51,2019-09-03 09:35:48,256620572,21,119010882,2019-04-11 11:36:55,2019-04-11 11:51:55,2019-06-03 07:46:14,Si,45.5041769,9.227718300000001,VIA ALGHERO 3,20128,1 - OLGETTINA,2453.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,9,13,0.4939309279305137
14,14,119010889,9263,14941271,4,2,2019-09-03 07:14:34,2019-09-03 06:59:29,256505513,21,119010889,2019-03-11 13:42:38,2019-04-11 11:42:20,2019-06-03 10:06:35,Si,45.510765,9.229656199999999,VIA DON PORRO CARLO 1,20128,1 - OLGETTINA,2599.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,6,13,0.275458876020783
15,15,119010891,9822,14931371,4,2,2019-09-03 05:12:44,2019-09-03 05:12:39,256415451,21,119010891,2019-04-11 11:40:09,2019-04-11 11:40:09,2019-06-03 08:04:25,Si,45.505815399999996,9.235096400000002,VIA GOLFO DEGLI ARANCI 12,20128,1 - OLGETTINA,2463.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,5,13,-0.01320983037680128
16,16,119010893,10392,14955635,4,2,2019-09-03 09:50:29,2019-09-03 09:50:28,256620357,21,119010893,2019-04-11 10:50:57,2019-04-11 11:51:07,2019-06-03 07:58:57,Si,45.5055499,9.2339256,VIA BIUMI PAOLO 16,20128,1 - OLGETTINA,2465.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,9,13,0.11577572719087655
17,17,119010894,10819,14951468,4,2,2019-09-03 09:06:27,2019-09-03 08:51:26,256587865,21,119010894,2019-03-11 02:21:30,2019-04-11 11:33:16,2019-06-03 10:26:16,Si,45.51218520000001,9.224354,VIALE MONZA 267,20126,1 - OLGETTINA,2274.0,380.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,8,13,0.1895801485416772
18,18,119010897,11380,14959466,4,1,2019-09-03 10:32:44,2019-09-03 10:32:40,256651238,21,119010897,2019-04-11 10:38:45,2019-04-11 11:38:59,2019-06-03 10:02:04,Si,45.5124475,9.227643400000002,VIA DON BIGIOGERA ROBERTO 1,20128,1 - OLGETTINA,2714.0,41.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,13,0.29738698875443836
19,19,119010899,11758,14957328,4,1,2019-09-03 10:09:01,2019-09-03 09:54:00,256633862,21,119010899,2019-04-11 11:23:26,2019-04-11 11:38:26,2019-06-03 08:28:59,Si,45.5079877,9.2365153,VIA PONTE NUOVO 42,20128,1 - OLGETTINA,2494.0,60.0,20 - PADOVA - ADRIANO,,1,20190903,9,13,-0.20506155430866246
20,20,119010900,12076,14956091,1,2,2019-09-03 09:55:34,2019-09-03 09:40:28,256623914,21,119010900,2019-04-11 11:27:05,2019-04-11 11:57:10,2019-06-03 09:50:16,Si,45.514371000000004,9.2313777,VIA TREMELLONI ROBERTO 20,20128,1 - OLGETTINA,2645.0,35.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,9,13,0.08559778312663346
21,21,119010902,12581,14960947,4,1,2019-09-03 10:48:07,2019-09-03 10:48:04,256662643,21,119010902,2019-04-11 11:34:33,2019-04-11 11:49:33,2019-06-03 10:12:37,Si,45.512695,9.2299901,VIA CISLAGHI LUIGI 44,20128,1 - OLGETTINA,2474.0,15.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,13,0.2082931315862869
22,22,119010903,12890,14937999,4,2,2019-09-03 06:57:50,2019-09-03 06:54:43,256490903,21,119010903,2019-03-11 09:26:43,2019-04-11 11:53:18,2019-06-03 10:15:20,Si,45.512724799999994,9.2293109,VIA CISLAGHI LUIGI 40,20128,1 - OLGETTINA,2474.0,15.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,6,13,0.24170233373890965
23,23,119010907,13111,14948266,4,1,2019-09-03 08:31:16,2019-09-03 08:31:12,256562017,21,119010907,2019-04-11 09:55:44,2019-04-11 11:41:07,2019-06-03 09:01:02,Si,45.507496100000004,9.232236,VIA CESALPINO ANDREA 38,20128,1 - OLGETTINA,2467.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,8,13,0.20307452141711146
24,24,119010908,13339,14959388,4,2,2019-09-03 10:31:48,2019-09-03 10:16:45,256650629,21,119010908,2019-04-11 09:17:58,2019-04-11 12:03:22,2019-06-03 07:56:09,Si,45.504828,9.2340951,VIA FALCONI ARMANDO 8,20128,1 - OLGETTINA,2489.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,13,0.12005699728084417
25,25,119010910,13861,14962015,4,1,2019-09-03 10:58:11,2019-09-03 10:43:08,256670014,21,119010910,2019-04-11 11:29:10,2019-04-11 11:59:14,2019-06-03 09:54:22,Si,45.5140824,9.229847900000001,VIA TREMELLONI ROBERTO 10,20128,1 - OLGETTINA,2645.0,35.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,13,0.1799049436201133
26,26,119010912,14076,14949797,4,1,2019-09-03 08:48:18,2019-09-03 08:33:17,256574629,21,119010912,2019-10-09 09:03:05,2019-10-09 09:48:10,2019-08-03 08:16:40,Si,45.502984493355065,9.24119985877678,VIA MONDOVI' 6,20132,1 - OLGETTINA,2515.0,5.0,20 - PADOVA - ADRIANO,ANOMALIA TX,1,20190903,8,2,0.44102740891269
27,27,119010924,15838,14961556,4,2,2019-09-03 10:53:59,2019-09-03 10:53:57,256666979,21,119010924,2019-04-11 11:39:24,2019-04-11 11:54:24,2019-07-03 09:26:23,Si,45.509387493789575,9.249553570838088,VIA BELLUNO 22,20132,1 - OLGETTINA,2528.0,5.0,20 - PADOVA - ADRIANO,,1,20190903,10,2,0.6962061264923415
28,28,119010926,16141,14922819,4,1,2019-09-03 00:31:41,2019-09-03 00:31:38,256204730,21,119010926,2019-10-16 19:12:23,2019-10-22 11:24:14,2019-07-03 09:08:22,Si,45.50974584247695,9.247445152311117,VIA AMALFI 2,20128,1 - OLGETTINA,2506.0,5.0,20 - PADOVA - ADRIANO,ANOMALIA TX,1,20190903,0,2,0.6907707413053571
29,29,119010929,16699,14956579,4,1,2019-09-03 10:00:48,2019-09-03 09:45:46,256627811,21,119010929,2019-04-11 06:05:36,2019-04-11 12:02:03,2019-07-03 08:26:06,Si,45.51100508460458,9.235227314998724,VIA VIPITENO 2,20128,1 - OLGETTINA,2493.0,5.0,20 - PADOVA - ADRIANO,,1,20190903,9,13,-0.144727702125422
30,30,219010933,17586,14963613,4,1,2019-09-03 11:13:46,2019-09-03 10:58:44,256681527,21,219010933,2019-04-11 11:29:59,2019-04-11 11:44:59,2019-07-03 08:08:27,Si,45.51292734807817,9.242435063019002,VIA TOGNAZZI UGO,20128,1 - OLGETTINA,2718.0,68.0,20 - PADOVA - ADRIANO,,1,20190903,10,2,0.556533129452483
31,31,219010935,17809,14959751,4,2,2019-09-03 10:35:58,2019-09-03 10:35:53,256653570,21,219010935,2019-04-11 09:06:59,2019-04-11 11:37:27,2019-08-03 08:11:00,Si,45.508133888503494,9.247226318054004,VIA GIULIETTI GIUSEPPE MARIA 8,20132,1 - OLGETTINA,2525.0,20.0,20 - PADOVA - ADRIANO,,1,20190903,10,2,0.6871360370853916
32,32,219010937,18161,14961737,4,1,2019-09-03 10:55:44,2019-09-03 10:40:39,256668158,21,219010937,2019-04-11 11:41:45,2019-04-11 11:56:45,2019-07-03 08:51:04,Si,45.5090836434653,9.243807838873181,VIA DE NOTARIS GIUSEPPE 39,20128,1 - OLGETTINA,2500.0,5.0,20 - PADOVA - ADRIANO,,1,20190903,10,2,0.6249115329235009
33,33,219010944,19161,14954636,3,1,2019-09-03 09:40:32,2019-09-03 09:40:30,256612919,21,219010944,2019-04-11 10:42:28,2019-04-11 11:42:38,2019-09-03 10:03:52,Si,45.471815509081146,9.232390411822394,VIA VISCONTI D'ARAGONA ALESSANDRO 19,20133,1 - OLGETTINA,3229.0,1.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,14,0.4663464967608701
34,34,219010945,19409,14952033,4,1,2019-09-03 09:12:49,2019-09-03 08:57:46,256592553,21,219010945,2019-09-29 05:57:48,2019-09-29 07:12:57,2019-08-03 07:51:37,Si,45.50240685433421,9.243775373076916,VIA PALMANOVA,20132,1 - OLGETTINA,2390.0,120.0,20 - PADOVA - ADRIANO,ANOMALIA TX,1,20190903,8,2,0.5196657953516697
35,35,219010946,19603,14946764,4,1,2019-09-03 08:13:14,2019-09-03 08:13:10,256548762,21,219010946,2019-04-11 07:44:56,2019-04-11 11:45:50,2019-07-03 09:36:18,Si,45.51112986810714,9.253818887630928,VIA PADOVA 340,20128,1 - OLGETTINA,2275.0,430.0,20 - PADOVA - ADRIANO,,1,20190903,8,2,0.6566477449370617
36,36,219010952,20591,14938457,1,2,2019-09-03 06:58:42,2019-09-03 06:57:46,256493129,21,219010952,2019-04-11 11:55:52,2019-04-11 11:55:52,2019-07-03 08:49:26,Si,45.50887090069283,9.243256067632046,VIA MEUCCI ANTONIO 40,20128,1 - OLGETTINA,2497.0,10.0,20 - PADOVA - ADRIANO,,1,20190903,6,2,0.6073334875591604
37,37,219010955,21043,14948614,4,1,2019-09-03 08:35:23,2019-09-03 08:35:17,256565001,21,219010955,2019-04-11 03:50:17,2019-04-11 12:02:44,2019-07-03 09:55:53,Si,45.503772952328866,9.24572153377676,VIA PALMANOVA 25,20132,1 - OLGETTINA,2390.0,232.0,20 - PADOVA - ADRIANO,,1,20190903,8,2,0.6023875529408397
38,38,219010956,21267,14928323,4,1,2019-09-03 03:57:51,2019-09-03 03:57:48,256359573,21,219010956,2019-04-11 11:41:01,2019-04-11 11:56:01,2019-07-03 09:20:53,Si,45.509337486754035,9.24748602948182,VIA PADOVA 1,20132,1 - OLGETTINA,2275.0,360.0,20 - PADOVA - ADRIANO,,1,20190903,3,2,0.6917874180567146
39,39,219011009,22190,14960710,4,1,2019-09-03 10:45:43,2019-09-03 10:45:37,256660811,21,219011009,2019-02-10 09:45:42,2019-04-10 06:20:04,2019-11-03 08:11:05,Si,45.49944347404189,9.24189603446257,VIA CALABRIA DON GIOVANNI,20132,1 - OLGETTINA,2524.0,15.0,21 - PARCO LAMBRO - CIMIANO,ANOMALIA TX,1,20190903,10,2,0.2679535199478071
40,40,219011016,23169,14940622,4,2,2019-09-03 07:10:44,2019-09-03 06:55:39,256502596,21,219011016,2019-04-11 11:06:26,2019-04-11 11:36:33,2019-12-03 08:30:37,Si,45.4764079,9.2301865,VIA PONZIO GIUSEPPE,20133,1 - OLGETTINA,2585.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,6,14,0.00036071466138326526
41,41,219011019,23355,14953639,4,1,2019-09-03 09:29:36,2019-09-03 09:14:32,256604873,21,219011019,2019-04-11 09:50:02,2019-04-11 12:01:21,2019-09-03 09:54:14,Si,45.471218663692035,9.235026498594946,VIA CALZECCHI TEMISTOCLE 1,20133,1 - OLGETTINA,3241.0,1.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,14,0.4332963152192068
42,42,219011022,23816,14954618,4,1,2019-09-03 09:40:23,2019-09-03 09:40:19,256612775,21,219011022,2019-02-11 20:54:11,2019-04-11 11:42:02,2019-11-03 08:29:23,Si,45.49898708157082,9.243046439955377,VIA PUSIANO,20132,1 - OLGETTINA,2397.0,58.0,21 - PARCO LAMBRO - CIMIANO,,1,20190903,9,2,0.27503962458358866
43,43,219011024,24450,14943030,4,1,2019-09-03 07:31:55,2019-09-03 07:31:50,256518230,21,219011024,2019-04-11 11:45:00,2019-04-11 12:00:00,2019-11-03 09:29:44,Si,45.48940643670165,9.25506369007894,VIA DEI GIRASOLI,20134,1 - OLGETTINA,2704.0,90.0,21 - PARCO LAMBRO - CIMIANO,,1,20190903,7,5,0.38832597891116155
44,44,219011025,24646,14941238,1,2,2019-09-03 07:14:26,2019-09-03 06:59:21,256505387,21,219011025,2019-04-11 09:12:05,2019-04-11 11:12:27,2019-12-03 08:35:00,Si,45.47847218774467,9.230077892019947,VIA PONZIO GIUSEPPE 34/P01,20133,1 - OLGETTINA,2585.0,20.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,6,4,-0.2998281431875359
45,45,219011026,24908,14963492,4,1,2019-09-03 11:12:39,2019-09-03 10:57:35,256680663,21,219011026,2019-04-11 09:27:32,2019-04-11 11:42:52,2019-12-03 09:10:18,Si,45.477206447811525,9.235495274893083,VIA CLERICETTI CELESTE 20,20133,1 - OLGETTINA,2221.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,0.11714431484726924
46,46,219011036,26611,14954484,4,1,2019-09-03 09:39:18,2019-09-03 09:39:12,256611893,21,219011036,2019-04-11 10:55:25,2019-04-11 11:40:31,2019-09-03 09:45:55,Si,45.468919891447285,9.232492965273877,VIA ILLIRICO 4,20133,1 - OLGETTINA,3245.0,1.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,14,0.5265975926755747
47,47,219011037,26907,14945037,4,2,2019-09-03 07:53:15,2019-09-03 07:53:13,256534085,21,219011037,2019-02-11 15:40:49,2019-04-11 11:55:15,2019-12-03 08:18:32,Si,45.47296783344937,9.230443332167622,PIAZZALE GORINI PAOLO 8,20133,1 - OLGETTINA,3170.0,50.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,14,0.4213374716339807
48,48,219011038,27211,14943015,1,2,2019-09-03 07:31:41,2019-09-03 07:21:37,256518093,21,219011038,2019-04-11 11:54:36,2019-04-11 11:54:36,2019-12-03 08:27:35,Si,45.47384980110244,9.230390988195039,PIAZZALE GORINI PAOLO 16,20133,1 - OLGETTINA,3170.0,25.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,14,0.3486828036268568
49,49,219011040,27636,14962355,4,1,2019-09-03 11:02:02,2019-09-03 10:46:57,256672841,21,219011040,2019-02-11 18:04:36,2019-04-11 10:33:10,2019-12-03 08:56:36,Si,45.47681135126372,9.236512472567256,VIA VALVASSORI PERONI CARLO,20133,1 - OLGETTINA,2580.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,0.10596141690977187
50,50,219011041,27950,14961109,4,1,2019-09-03 10:49:46,2019-09-03 10:49:41,256663875,21,219011041,2019-04-11 10:12:07,2019-04-11 11:52:24,2019-09-03 10:10:55,Si,45.4717799,9.2317046,VIA FORLANINI CARLO 17,20133,1 - OLGETTINA,3171.0,15.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,14,0.4774208123505735
51,51,219011042,28207,14937983,4,1,2019-09-03 06:57:49,2019-09-03 06:54:37,256490837,21,219011042,2019-02-11 21:08:25,2019-04-11 11:51:57,2019-12-03 08:16:16,Si,45.47463370000001,9.2298796,VIA PONZIO GIUSEPPE 1,20133,1 - OLGETTINA,2585.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,6,14,0.25138452458810207
52,52,219011044,28513,14962384,4,2,2019-09-03 11:02:24,2019-09-03 10:47:20,256673115,21,219011044,2019-04-11 12:03:40,2019-04-11 12:03:40,2019-09-03 09:44:05,Si,45.46849724737773,9.232505730698904,VIALE ARGONNE 51,20133,1 - OLGETTINA,3254.0,19.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,14,0.5280883107644454
53,53,219011045,28769,14956358,4,1,2019-09-03 09:58:15,2019-09-03 09:58:09,256625925,21,219011045,2019-02-11 01:57:57,2019-04-11 12:00:09,2019-09-03 10:30:05,Si,45.4804559,9.2342485,VIA BASSINI EDOARDO 35,20133,1 - OLGETTINA,2587.0,40.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,4,0.35075965766528827
54,54,219011052,30736,14955302,4,1,2019-09-03 09:47:16,2019-09-03 09:47:13,256617971,21,219011052,2019-04-11 10:17:02,2019-04-11 11:47:18,2019-11-03 08:16:12,Si,45.50025833993526,9.24281915795882,VIA CALABRIA DON GIOVANNI 21,20132,1 - OLGETTINA,2524.0,10.0,21 - PARCO LAMBRO - CIMIANO,,1,20190903,9,2,0.3668524722469746
55,55,219011054,30999,14960825,1,2,2019-09-03 10:46:44,2019-09-03 10:31:40,256661614,21,219011054,2019-04-11 09:17:47,2019-04-11 11:48:11,2019-12-03 08:11:28,Si,45.47849235277401,9.229899278088167,VIA PONZIO GIUSEPPE 25/P02,20133,1 - OLGETTINA,2585.0,20.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,-0.32350833488818204
56,56,219011588,32704,14954462,3,2,2019-09-03 09:39:04,2019-09-03 09:23:59,256611745,21,219011588,2019-04-11 10:10:10,2019-04-11 11:40:24,2019-04-03 07:27:59,Si,45.5006961462631,9.24156490120879,VIA PALMANOVA 27,20132,1 - OLGETTINA,2390.0,40.0,20 - PADOVA - ADRIANO,,1,20190903,9,2,0.35289677497567074
57,57,219011589,33098,14958333,1,2,2019-09-03 10:19:52,2019-09-03 10:04:49,256641974,21,219011589,2019-04-11 11:20:52,2019-04-11 11:50:57,2019-05-03 07:38:01,Si,45.49457647714325,9.221343116828166,VIA ROVERETO 55,20127,1 - OLGETTINA,2300.0,5.0,9 - CENTRALE - LORETO,,1,20190903,10,13,0.2067005574134759
58,58,219011592,33877,14958792,4,1,2019-09-03 10:25:20,2019-09-03 10:10:16,256645836,21,219011592,2019-04-11 11:56:24,2019-04-11 11:56:24,2019-05-03 08:51:01,Si,45.5060383,9.224540600000001,VIA ARISTOTELE 24/A,20128,1 - OLGETTINA,2488.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,13,0.48170175776309804
59,59,219011593,34216,14947072,4,1,2019-09-03 08:16:38,2019-09-03 08:01:36,256551343,21,219011593,2019-04-11 11:03:14,2019-04-11 11:48:19,2019-04-03 07:41:38,Si,45.497343365242926,9.234919303293509,VIA CESANA BRUNO,20132,1 - OLGETTINA,2374.0,20.0,20 - PADOVA - ADRIANO,,1,20190903,8,13,-0.06643339819190776
60,60,219011595,34813,14960869,4,1,2019-09-03 10:47:09,2019-09-03 10:32:04,256661926,21,219011595,2019-04-11 09:18:25,2019-04-11 11:48:48,2019-05-03 08:41:11,Si,45.49745934595707,9.22538615728672,PIAZZALE GOVERNO PROVVISORIO 1,20127,1 - OLGETTINA,2331.0,10.0,20 - PADOVA - ADRIANO,,1,20190903,10,13,0.3872063037960162
61,61,219011598,35495,14958631,3,1,2019-09-03 10:23:24,2019-09-03 10:23:22,256644457,21,219011598,2019-04-11 10:55:32,2019-04-11 11:55:41,2019-04-03 08:24:36,Si,45.502009060547294,9.237644363760182,VIA PADOVA 179,20127,1 - OLGETTINA,2275.0,520.0,20 - PADOVA - ADRIANO,,1,20190903,10,2,0.145071257205754
62,62,219011599,35850,14932606,4,1,2019-09-03 05:36:40,2019-09-03 05:36:36,256433249,21,219011599,2019-04-11 10:39:17,2019-04-11 11:39:28,2019-04-03 07:22:01,Si,45.502660505662796,9.238482955329003,VIA PERTICARI GIULIO 1,20127,1 - OLGETTINA,2383.0,15.0,20 - PADOVA - ADRIANO,,1,20190903,5,2,0.2460279414978285
63,63,219011603,36884,14948586,1,2,2019-09-03 08:35:00,2019-09-03 08:19:56,256564752,21,219011603,2019-04-11 09:06:18,2019-04-11 11:36:43,2019-05-03 08:30:01,Si,45.508317100000006,9.2297096,VIA TEOCRITO 47,20128,1 - OLGETTINA,2485.0,35.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,8,13,0.33595495275974846
64,64,219011604,37206,14962792,4,1,2019-09-03 11:06:17,2019-09-03 10:51:14,256675935,21,219011604,2019-04-11 11:07:24,2019-04-11 11:37:29,2019-04-03 07:20:50,Si,45.50264556676774,9.238676092402102,VIA PADOVA,20132,1 - OLGETTINA,2275.0,510.0,20 - PADOVA - ADRIANO,,1,20190903,10,2,0.2619297636400963
65,65,219011605,37569,14940241,4,2,2019-09-03 07:08:45,2019-09-03 06:53:41,256501072,21,219011605,2019-04-11 07:40:22,2019-04-11 11:41:01,2019-04-03 07:18:48,Si,45.50162921024887,9.23730717911826,VIA PADOVA 175,20132,1 - OLGETTINA,2275.0,530.0,20 - PADOVA - ADRIANO,,1,20190903,6,13,-0.11692042278222668
66,66,219011609,38152,14950534,4,1,2019-09-03 08:56:10,2019-09-03 08:56:07,256580360,21,219011609,2019-04-11 10:58:28,2019-04-11 11:58:42,2019-03-13 10:57:39,Si,45.48445237825222,9.245867200338012,VIA SBODIO GAETANO 30,20134,1 - OLGETTINA,2670.0,40.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,8,5,0.4601007893573384
67,67,219011611,38551,14943962,2,2,2019-09-03 07:41:37,2019-09-03 07:41:35,256525411,21,219011611,2019-04-11 10:24:46,2019-04-11 11:39:57,2019-05-03 10:01:23,Si,45.5065178,9.2329031,VIA ASIAGO 77,20128,1 - OLGETTINA,2459.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,7,13,0.17828240705297949
68,68,219011614,39555,14952895,4,1,2019-09-03 09:21:58,2019-09-03 09:06:54,256599225,21,219011614,2019-04-11 09:23:54,2019-04-11 11:54:31,2019-05-03 07:07:58,Si,45.4959267893561,9.2195223790186,VIALE MONZA 93,20125,1 - OLGETTINA,2274.0,105.0,9 - CENTRALE - LORETO,,1,20190903,9,13,0.18480950322102693
69,69,219011615,39750,14955773,3,2,2019-09-03 09:52:02,2019-09-03 09:37:01,256621382,21,219011615,2019-04-11 10:48:28,2019-04-11 11:18:32,2019-05-03 10:14:44,Si,45.506923,9.2352511,VIA JARACH FEDERICO 7,20128,1 - OLGETTINA,2589.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,9,13,-0.06073709348654707
70,70,219011616,40062,14939253,4,2,2019-09-03 07:02:50,2019-09-03 06:47:46,256496812,21,219011616,2019-04-11 11:46:01,2019-04-11 12:01:01,2019-05-03 09:53:21,Si,45.50612020000001,9.2302744,VIA ASIAGO 51,20128,1 - OLGETTINA,2459.0,50.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,6,13,0.36096288779258434
