,Unnamed: 0,bin_serial,row_id,id,bin_level,occluded,created_at,detected_at,raw_data_id,raw_data_setting_id,Seriale,DataUltimaRilevazione,DataUltimaTrasmissione,DataPrimaInstallazione,Esterno,Latitudine,Longitudine,Indirizzo,Cap,UnitaTerritoriale,Viario,Tronco,AreaGestionale,TipoAnomalia,to_visit,date,hour,Cluster_labels,Silhouette
36,36,219011046,29258,15216318,4,1,2019-09-06 10:59:02,2019-09-06 10:59:01,259872028,21,219011046,2019-04-11 11:30:48,2019-04-11 12:00:53,2019-11-03 07:37:52,Si,45.491019744945326,9.229809770295443,VIA TEODOSIO IMPERATORE,20131,1 - OLGETTINA,2550.0,42.0,9 - CENTRALE - LORETO,,1,20190906,10,14,0.07978546332623987
37,37,219011047,29545,15215372,4,2,2019-09-06 10:45:14,2019-09-06 10:45:13,259861896,21,219011047,2019-04-11 07:05:43,2019-04-11 08:20:57,2019-11-03 07:41:56,Si,45.487930330455974,9.229849963807737,VIA TEODOSIO IMPERATORE 73,20131,1 - OLGETTINA,2550.0,10.0,9 - CENTRALE - LORETO,,1,20190906,10,14,0.23567764864238677
38,38,219011049,30114,15196998,4,1,2019-09-06 06:27:48,2019-09-06 06:27:46,259671794,21,219011049,2019-04-11 11:12:08,2019-04-11 11:27:08,2019-11-03 07:46:31,Si,45.487919847752856,9.229981890054203,VIA TEODOSIO IMPERATORE,20131,1 - OLGETTINA,2550.0,10.0,9 - CENTRALE - LORETO,,1,20190906,6,14,0.2552203019953868
39,39,219011050,30301,15215756,4,1,2019-09-06 10:51:06,2019-09-06 10:51:00,259866174,21,219011050,2019-04-11 08:21:58,2019-04-11 11:52:32,2019-11-03 08:14:57,Si,45.50024705151982,9.243077234327757,VIA CALABRIA DON GIOVANNI 24,20132,1 - OLGETTINA,2524.0,10.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,10,5,0.40871180107594407
40,40,219011053,30882,15192997,4,1,2019-09-06 04:57:52,2019-09-06 04:42:50,259604931,21,219011053,2019-04-11 11:26:30,2019-04-11 11:56:35,2019-12-03 07:48:56,Si,45.49151710109174,9.246740538878953,VIA FELTRE,20134,1 - OLGETTINA,2652.0,105.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,4,11,0.1569279448116087
41,41,219011584,31802,15212905,4,1,2019-09-06 10:06:43,2019-09-06 09:51:40,259833556,21,219011584,2019-04-11 10:52:45,2019-04-11 11:37:50,2019-05-03 09:49:53,Si,45.5057976,9.2289709,VIA ASIAGO 41,20128,1 - OLGETTINA,2459.0,40.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,0,0.32037528392312375
42,42,219011588,32745,15214986,4,1,2019-09-06 10:39:19,2019-09-06 10:39:13,259857403,21,219011588,2019-04-11 10:10:10,2019-04-11 11:40:24,2019-04-03 07:27:59,Si,45.5006961462631,9.24156490120879,VIA PALMANOVA 27,20132,1 - OLGETTINA,2390.0,40.0,20 - PADOVA - ADRIANO,,1,20190906,10,5,0.5160833121797762
43,43,219011589,33127,15201754,1,2,2019-09-06 07:49:33,2019-09-06 07:49:28,259732426,21,219011589,2019-04-11 11:20:52,2019-04-11 11:50:57,2019-05-03 07:38:01,Si,45.49457647714325,9.221343116828166,VIA ROVERETO 55,20127,1 - OLGETTINA,2300.0,5.0,9 - CENTRALE - LORETO,,1,20190906,7,19,0.41784182082468385
44,44,219011590,33444,15215387,4,1,2019-09-06 10:45:43,2019-09-06 10:45:38,259862170,21,219011590,2019-04-11 08:16:59,2019-04-11 11:47:33,2019-04-03 09:17:14,Si,45.508905695735656,9.246916396599318,VIA PADOVA 283,20132,1 - OLGETTINA,2275.0,190.0,20 - PADOVA - ADRIANO,,1,20190906,10,18,0.5901870446790931
45,45,219011592,33909,15200369,4,2,2019-09-06 07:29:04,2019-09-06 07:29:00,259717116,21,219011592,2019-04-11 11:56:24,2019-04-11 11:56:24,2019-05-03 08:51:01,Si,45.5060383,9.224540600000001,VIA ARISTOTELE 24/A,20128,1 - OLGETTINA,2488.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,7,0,0.4065943874946882
46,46,219011599,35868,15216873,2,2,2019-09-06 11:07:51,2019-09-06 10:52:49,259878439,21,219011599,2019-04-11 10:39:17,2019-04-11 11:39:28,2019-04-03 07:22:01,Si,45.502660505662796,9.238482955329003,VIA PERTICARI GIULIO 1,20127,1 - OLGETTINA,2383.0,15.0,20 - PADOVA - ADRIANO,,1,20190906,10,5,0.6226032926778872
47,47,219011603,36908,15216703,2,2,2019-09-06 11:05:28,2019-09-06 10:50:25,259876701,21,219011603,2019-04-11 09:06:18,2019-04-11 11:36:43,2019-05-03 08:30:01,Si,45.508317100000006,9.2297096,VIA TEOCRITO 47,20128,1 - OLGETTINA,2485.0,35.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,10,16,-0.020895962899882683
48,48,219011611,38576,15199306,4,2,2019-09-06 07:12:06,2019-09-06 07:12:04,259704587,21,219011611,2019-04-11 10:24:46,2019-04-11 11:39:57,2019-05-03 10:01:23,Si,45.5065178,9.2329031,VIA ASIAGO 77,20128,1 - OLGETTINA,2459.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,7,5,0.2199405996616064
49,49,219011612,38962,15204211,4,1,2019-09-06 08:20:28,2019-09-06 08:20:25,259755392,21,219011612,2019-01-11 09:36:38,2019-04-11 11:48:02,2019-05-03 10:10:53,Si,45.5068246,9.234683500000001,VIA GOLFO DEGLI ARANCI 25,20128,1 - OLGETTINA,2463.0,15.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,8,5,0.390631396780245
50,50,219011616,40101,15212464,4,2,2019-09-06 09:59:24,2019-09-06 09:59:20,259828185,21,219011616,2019-04-11 11:46:01,2019-04-11 12:01:01,2019-05-03 09:53:21,Si,45.50612020000001,9.2302744,VIA ASIAGO 51,20128,1 - OLGETTINA,2459.0,50.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,0,0.14503968060986946
51,51,219011620,41490,15211265,4,2,2019-09-06 09:41:47,2019-09-06 09:41:44,259815252,21,219011620,2019-04-11 11:39:50,2019-04-11 11:54:50,2019-05-03 08:35:06,Si,45.5101802,9.2266081,VIA APELLE 59,20128,1 - OLGETTINA,2454.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,16,0.2647767820151536
52,52,219011621,41827,15216212,4,1,2019-09-06 10:57:36,2019-09-06 10:57:35,259870952,21,219011621,2019-04-11 10:58:44,2019-04-11 11:58:54,2019-04-03 07:17:29,Si,45.50146959992389,9.237047414073233,VIA PADOVA 173,20132,1 - OLGETTINA,2275.0,530.0,20 - PADOVA - ADRIANO,,1,20190906,10,5,0.6313131344039739
53,53,219011624,42664,15204947,4,1,2019-09-06 08:29:49,2019-09-06 08:29:47,259762210,21,219011624,2019-04-11 10:17:01,2019-04-11 12:02:16,2019-04-03 08:22:38,Si,45.501880660677465,9.237476168126818,VIA PADOVA 177,20127,1 - OLGETTINA,2275.0,520.0,20 - PADOVA - ADRIANO,,1,20190906,8,5,0.6502432232623436
54,54,219011629,43622,15201024,4,1,2019-09-06 07:39:12,2019-09-06 07:39:06,259724486,21,219011629,2019-04-11 09:40:23,2019-04-11 11:40:42,2019-04-03 09:08:45,Si,45.506186548337844,9.243174469184167,VIA PADOVA 256,20127,1 - OLGETTINA,2275.0,160.0,20 - PADOVA - ADRIANO,,1,20190906,7,18,0.08541570448247203
55,55,219011630,43874,15215093,4,1,2019-09-06 10:40:56,2019-09-06 10:25:54,259858667,21,219011630,2019-04-11 09:14:48,2019-04-11 12:00:15,2019-05-03 10:05:36,Si,45.506489,9.2333224,VIA ASTICO 76,20128,1 - OLGETTINA,2462.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,10,5,0.27119500986470196
56,56,219011632,44433,15215059,2,2,2019-09-06 10:40:17,2019-09-06 10:40:15,259858210,21,219011632,2019-04-11 10:56:43,2019-04-11 11:41:48,2019-02-25 08:04:01,Si,45.48095399372146,9.209451305197378,VIA TADINO ALESSANDRO 45,20124,1 - OLGETTINA,2109.0,8.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,12,0.15111782385604236
57,57,219011634,45195,15213458,4,2,2019-09-06 10:15:43,2019-09-06 10:15:37,259840161,21,219011634,2019-04-11 09:31:56,2019-04-11 11:47:18,2019-02-25 09:09:28,Si,45.481848933852405,9.209416682757363,VIA MARCELLO BENEDETTO 32,20124,1 - OLGETTINA,2128.0,20.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,12,0.27885304306356895
58,58,219011638,46354,15213120,4,1,2019-09-06 10:09:55,2019-09-06 10:09:51,259835845,21,219011638,2019-04-11 09:14:17,2019-04-11 11:59:47,2019-02-25 09:34:06,Si,45.47966642280937,9.208153465869486,VIA TADINO ALESSANDRO 26/A,20124,1 - OLGETTINA,2109.0,6.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,1,0.22809631970896715
59,59,219011641,47301,15209871,4,1,2019-09-06 09:26:50,2019-09-06 09:11:48,259804220,21,219011641,2019-04-11 01:31:03,2019-04-11 11:58:39,2019-02-25 08:16:28,Si,45.48159623455822,9.208321204108644,VIA VITRUVIO 18,20124,1 - OLGETTINA,2134.0,3.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,9,12,0.12235410107723857
60,60,219011646,48624,15216994,4,2,2019-09-06 11:09:45,2019-09-06 10:54:45,259879813,21,219011646,2019-03-11 17:56:58,2019-04-11 11:41:03,2019-02-25 09:33:29,Si,45.47972036096362,9.208220974898154,VIA TADINO ALESSANDRO 53,20124,1 - OLGETTINA,2109.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,1,0.21356383471338258
61,61,219011647,48912,15217225,4,1,2019-09-06 11:13:04,2019-09-06 10:58:00,259882335,21,219011647,2019-04-11 11:37:48,2019-04-11 11:37:48,2019-02-25 07:36:06,Si,45.48592596415575,9.213234540417377,VIALE DORIA ANDREA 31,20124,1 - OLGETTINA,2230.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,12,0.5965290081654183
62,62,219011650,49833,15203939,4,2,2019-09-06 08:16:58,2019-09-06 08:01:52,259752724,21,219011650,2019-04-11 10:48:34,2019-04-11 11:48:47,2019-02-25 07:38:05,Si,45.485508972379705,9.213328849156367,VIA PALESTRINA 12,20124,1 - OLGETTINA,2235.0,40.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,8,12,0.6150129402621818
63,63,219011654,50807,15214050,4,1,2019-09-06 10:25:11,2019-09-06 10:10:08,259847167,21,219011654,2019-04-11 11:43:39,2019-04-11 11:58:39,2019-02-25 10:50:56,Si,45.47726073209907,9.205481481684616,VIALE TUNISIA 9,20124,1 - OLGETTINA,2121.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,1,0.4154835283980985
64,64,219011655,51099,15202848,4,2,2019-09-06 08:03:50,2019-09-06 08:03:47,259742908,21,219011655,2019-10-21 01:03:55,2019-04-11 11:37:52,2019-02-25 08:21:33,Si,45.48133230141109,9.208755007990703,VIA MARCELLO BENEDETTO 26,20124,1 - OLGETTINA,2128.0,20.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,8,12,0.13085811063705405
65,65,219011658,51889,15203434,4,1,2019-09-06 08:11:06,2019-09-06 08:11:04,259748296,21,219011658,2019-04-11 11:43:03,2019-04-11 11:43:03,2019-02-25 08:04:59,Si,45.4811540234454,9.209069742513977,VIA VITRUVIO 12,20124,1 - OLGETTINA,2134.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,8,12,0.13896184002771345
66,66,219011662,52544,15214697,4,1,2019-09-06 10:35:08,2019-09-06 10:35:07,259854444,21,219011662,2019-04-11 11:21:34,2019-04-11 11:51:39,2019-02-26 08:38:36,Si,45.47820049749698,9.199864630973023,VIA MANUZIO ALDO 6,20124,1 - OLGETTINA,2114.0,2.0,9 - CENTRALE - LORETO,,1,20190906,10,10,0.27833928149820947
67,67,219011665,53476,15212291,4,1,2019-09-06 09:56:37,2019-09-06 09:56:36,259826213,21,219011665,2019-04-11 09:57:38,2019-04-11 11:57:58,2019-02-25 10:52:38,Si,45.47711962401878,9.205768570584835,VIALE TUNISIA 8,20124,1 - OLGETTINA,2121.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,9,1,0.4504411397103855
68,68,219011667,54097,15216904,4,2,2019-09-06 11:08:22,2019-09-06 10:53:19,259878817,21,219011667,2019-04-11 11:30:40,2019-04-11 12:00:45,2019-02-25 07:31:59,Si,45.48610803212078,9.21469155304601,VIALE DORIA ANDREA 39,20124,1 - OLGETTINA,2230.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,12,0.5169428502663737
69,69,219011670,54790,15212302,4,1,2019-09-06 09:56:51,2019-09-06 09:56:48,259826353,21,219011670,2019-04-11 10:57:56,2019-04-11 11:58:06,2019-02-25 10:17:14,Si,45.48407535155134,9.214333556772543,VIA MERCADANTE SAVERIO 1,20124,1 - OLGETTINA,2232.0,5.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,9,12,0.6364272497962543
