,Unnamed: 0,bin_serial,row_id,id,bin_level,occluded,created_at,detected_at,raw_data_id,raw_data_setting_id,Seriale,DataUltimaRilevazione,DataUltimaTrasmissione,DataPrimaInstallazione,Esterno,Latitudine,Longitudine,Indirizzo,Cap,UnitaTerritoriale,Viario,Tronco,AreaGestionale,TipoAnomalia,to_visit,date,hour,Cluster_labels,Silhouette
12,12,119010889,9286,15217097,4,2,2019-09-06 11:11:12,2019-09-06 10:56:11,259880925,21,119010889,2019-03-11 13:42:38,2019-04-11 11:42:20,2019-06-03 10:06:35,Si,45.510765,9.229656199999999,VIA DON PORRO CARLO 1,20128,1 - OLGETTINA,2599.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,10,3,0.24409280889323115
13,13,119010892,10177,15209562,4,1,2019-09-06 09:23:15,2019-09-06 09:08:12,259801544,21,119010892,2019-04-11 06:43:12,2019-04-11 11:54:56,2019-06-03 09:47:23,Si,45.5144764,9.232183099999999,VIA TREMELLONI ROBERTO,20128,1 - OLGETTINA,2645.0,65.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,3,0.4539198263138757
14,14,119010897,11401,15191374,4,1,2019-09-06 04:01:41,2019-09-06 04:01:36,259562909,21,119010897,2019-04-11 10:38:45,2019-04-11 11:38:59,2019-06-03 10:02:04,Si,45.5124475,9.227643400000002,VIA DON BIGIOGERA ROBERTO 1,20128,1 - OLGETTINA,2714.0,41.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,4,3,0.4491316295418283
15,15,119010899,11787,15211050,4,1,2019-09-06 09:39:07,2019-09-06 09:39:04,259813175,21,119010899,2019-04-11 11:23:26,2019-04-11 11:38:26,2019-06-03 08:28:59,Si,45.5079877,9.2365153,VIA PONTE NUOVO 42,20128,1 - OLGETTINA,2494.0,60.0,20 - PADOVA - ADRIANO,,1,20190906,9,4,0.41984403735632614
16,16,119010908,13355,15192220,4,2,2019-09-06 04:34:46,2019-09-06 04:34:45,259587625,21,119010908,2019-04-11 09:17:58,2019-04-11 12:03:22,2019-06-03 07:56:09,Si,45.504828,9.2340951,VIA FALCONI ARMANDO 8,20128,1 - OLGETTINA,2489.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,4,4,0.3693410153114718
17,17,119010910,13874,15209972,3,1,2019-09-06 09:27:58,2019-09-06 09:12:57,259805060,21,119010910,2019-04-11 11:29:10,2019-04-11 11:59:14,2019-06-03 09:54:22,Si,45.5140824,9.229847900000001,VIA TREMELLONI ROBERTO 10,20128,1 - OLGETTINA,2645.0,35.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,3,0.5104424027612839
18,18,119010916,14325,15195685,4,1,2019-09-06 06:00:40,2019-09-06 06:00:39,259651702,21,119010916,2019-03-11 09:19:06,2019-03-11 10:28:16,2019-07-03 09:23:07,Si,45.50892587284454,9.248593265828164,VIA SANTA MARIA ROSSA 9,20132,1 - OLGETTINA,2527.0,5.0,20 - PADOVA - ADRIANO,,1,20190906,6,14,0.4675910789914918
19,19,119010923,15522,15200851,4,2,2019-09-06 07:36:15,2019-09-06 07:36:11,259722446,21,119010923,2019-03-11 13:53:27,2019-04-11 11:38:04,2019-08-03 08:01:08,Si,45.50360615096514,9.243338406539351,VIA BRESCIANI TURRONI COSTAN 2,20132,1 - OLGETTINA,2623.0,5.0,20 - PADOVA - ADRIANO,,1,20190906,7,4,0.33079930014117737
20,20,119010926,16157,15192156,4,1,2019-09-06 04:32:45,2019-09-06 04:17:42,259586100,21,119010926,2019-10-16 19:12:23,2019-10-22 11:24:14,2019-07-03 09:08:22,Si,45.50974584247695,9.247445152311117,VIA AMALFI 2,20128,1 - OLGETTINA,2506.0,5.0,20 - PADOVA - ADRIANO,ANOMALIA TX,1,20190906,4,14,0.4569337133251965
21,21,219010931,17036,15200533,4,2,2019-09-06 07:31:17,2019-09-06 07:31:12,259718760,21,219010931,2019-04-11 10:03:35,2019-04-11 12:03:59,2019-07-03 08:56:36,Si,45.50910962770823,9.244213985945409,VIA MEUCCI ANTONIO 35,20128,1 - OLGETTINA,2497.0,5.0,20 - PADOVA - ADRIANO,,1,20190906,7,14,0.2133794137271092
22,22,219010935,17835,15189572,4,1,2019-09-06 02:08:50,2019-09-06 01:53:48,259478179,21,219010935,2019-04-11 09:06:59,2019-04-11 11:37:27,2019-08-03 08:11:00,Si,45.508133888503494,9.247226318054004,VIA GIULIETTI GIUSEPPE MARIA 8,20132,1 - OLGETTINA,2525.0,20.0,20 - PADOVA - ADRIANO,,1,20190906,1,14,0.3893033026526041
23,23,219010936,18053,15205382,4,1,2019-09-06 08:35:07,2019-09-06 08:20:04,259766079,21,219010936,2019-04-11 10:21:42,2019-04-11 11:36:51,2019-07-03 08:34:06,Si,45.51049743428874,9.243625320813864,VIA DEL RICORDO 20,20128,1 - OLGETTINA,2496.0,15.0,20 - PADOVA - ADRIANO,,1,20190906,8,14,0.23241540711557857
24,24,219010944,19184,15215086,4,1,2019-09-06 10:40:47,2019-09-06 10:40:46,259858538,21,219010944,2019-04-11 10:42:28,2019-04-11 11:42:38,2019-09-03 10:03:52,Si,45.471815509081146,9.232390411822394,VIA VISCONTI D'ARAGONA ALESSANDRO 19,20133,1 - OLGETTINA,3229.0,1.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,10,16,0.5377941837301327
25,25,219011009,22220,15206148,4,1,2019-09-06 08:45:25,2019-09-06 08:45:21,259773706,21,219011009,2019-02-10 09:45:42,2019-04-10 06:20:04,2019-11-03 08:11:05,Si,45.49944347404189,9.24189603446257,VIA CALABRIA DON GIOVANNI,20132,1 - OLGETTINA,2524.0,15.0,21 - PARCO LAMBRO - CIMIANO,ANOMALIA TX,1,20190906,8,4,0.5597827089585083
26,26,219011016,23184,15210698,4,1,2019-09-06 09:35:00,2019-09-06 09:34:59,259810207,21,219011016,2019-04-11 11:06:26,2019-04-11 11:36:33,2019-12-03 08:30:37,Si,45.4764079,9.2301865,VIA PONZIO GIUSEPPE,20133,1 - OLGETTINA,2585.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,9,16,0.05264160056199948
27,27,219011021,23613,15213030,4,1,2019-09-06 10:08:34,2019-09-06 10:08:33,259834939,21,219011021,2019-04-11 09:09:19,2019-04-11 11:39:52,2019-12-03 09:04:02,Si,45.47857617193017,9.234735671658427,VIA PASCAL CARLO 35,20133,1 - OLGETTINA,2225.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,10,6,0.07893380335496392
28,28,219011022,23858,15213149,4,1,2019-09-06 10:10:29,2019-09-06 10:10:28,259836335,21,219011022,2019-02-11 20:54:11,2019-04-11 11:42:02,2019-11-03 08:29:23,Si,45.49898708157082,9.243046439955377,VIA PUSIANO,20132,1 - OLGETTINA,2397.0,58.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,10,4,0.4896620351599029
29,29,219011023,24250,15214908,4,1,2019-09-06 10:38:10,2019-09-06 10:23:08,259856666,21,219011023,2019-03-11 10:09:46,2019-04-11 11:40:09,2019-11-03 08:01:04,Si,45.49261370000001,9.2379754,VIA MONFALCONE 14,20132,1 - OLGETTINA,2538.0,15.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,10,6,0.19820246543257147
30,30,219011028,25282,15215716,4,1,2019-09-06 10:50:37,2019-09-06 10:50:36,259865914,21,219011028,2019-04-11 11:52:27,2019-04-11 11:52:27,2019-12-03 07:43:57,Si,45.49151725384759,9.249663766233652,VIA MORELL S. J. PADRE LODOVICO 2,20134,1 - OLGETTINA,2723.0,65.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,10,11,0.23922813760362432
31,31,219011029,25476,15216087,4,1,2019-09-06 10:55:42,2019-09-06 10:40:41,259869561,21,219011029,2019-03-11 08:47:11,2019-04-11 11:57:07,2019-09-03 09:49:54,Si,45.46973551950307,9.23505322036192,VIA AJACCIO 5,20133,1 - OLGETTINA,3246.0,220.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,10,16,0.5330456524954309
32,32,219011034,26486,15207214,4,1,2019-09-06 08:58:37,2019-09-06 08:43:32,259783429,21,219011034,2019-04-11 09:14:42,2019-04-11 12:00:06,2019-11-03 08:12:29,Si,45.4995920560534,9.242105105914105,VIA CALABRIA DON GIOVANNI 19,20132,1 - OLGETTINA,2524.0,15.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,8,4,0.5479336006936895
33,33,219011037,26921,15202058,4,2,2019-09-06 07:53:19,2019-09-06 07:53:17,259735222,21,219011037,2019-02-11 15:40:49,2019-04-11 11:55:15,2019-12-03 08:18:32,Si,45.47296783344937,9.230443332167622,PIAZZALE GORINI PAOLO 8,20133,1 - OLGETTINA,3170.0,50.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,7,16,0.46303590559527924
34,34,219011040,27669,15212606,4,1,2019-09-06 10:01:53,2019-09-06 10:01:51,259830079,21,219011040,2019-02-11 18:04:36,2019-04-11 10:33:10,2019-12-03 08:56:36,Si,45.47681135126372,9.236512472567256,VIA VALVASSORI PERONI CARLO,20133,1 - OLGETTINA,2580.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,10,16,0.09423914564900326
35,35,219011045,28817,15212412,4,1,2019-09-06 09:58:31,2019-09-06 09:43:27,259827558,21,219011045,2019-02-11 01:57:57,2019-04-11 12:00:09,2019-09-03 10:30:05,Si,45.4804559,9.2342485,VIA BASSINI EDOARDO 35,20133,1 - OLGETTINA,2587.0,40.0,22 - CITTA' STUDI - LAMBRATE,,1,20190906,9,6,0.3117920281718823
36,36,219011046,29258,15216318,4,1,2019-09-06 10:59:02,2019-09-06 10:59:01,259872028,21,219011046,2019-04-11 11:30:48,2019-04-11 12:00:53,2019-11-03 07:37:52,Si,45.491019744945326,9.229809770295443,VIA TEODOSIO IMPERATORE,20131,1 - OLGETTINA,2550.0,42.0,9 - CENTRALE - LORETO,,1,20190906,10,6,0.06859844105526477
37,37,219011047,29545,15215372,4,2,2019-09-06 10:45:14,2019-09-06 10:45:13,259861896,21,219011047,2019-04-11 07:05:43,2019-04-11 08:20:57,2019-11-03 07:41:56,Si,45.487930330455974,9.229849963807737,VIA TEODOSIO IMPERATORE 73,20131,1 - OLGETTINA,2550.0,10.0,9 - CENTRALE - LORETO,,1,20190906,10,6,0.23160099459197864
38,38,219011049,30114,15196998,4,1,2019-09-06 06:27:48,2019-09-06 06:27:46,259671794,21,219011049,2019-04-11 11:12:08,2019-04-11 11:27:08,2019-11-03 07:46:31,Si,45.487919847752856,9.229981890054203,VIA TEODOSIO IMPERATORE,20131,1 - OLGETTINA,2550.0,10.0,9 - CENTRALE - LORETO,,1,20190906,6,6,0.2510256360115536
39,39,219011050,30301,15215756,4,1,2019-09-06 10:51:06,2019-09-06 10:51:00,259866174,21,219011050,2019-04-11 08:21:58,2019-04-11 11:52:32,2019-11-03 08:14:57,Si,45.50024705151982,9.243077234327757,VIA CALABRIA DON GIOVANNI 24,20132,1 - OLGETTINA,2524.0,10.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,10,4,0.4770849121013118
40,40,219011053,30882,15192997,4,1,2019-09-06 04:57:52,2019-09-06 04:42:50,259604931,21,219011053,2019-04-11 11:26:30,2019-04-11 11:56:35,2019-12-03 07:48:56,Si,45.49151710109174,9.246740538878953,VIA FELTRE,20134,1 - OLGETTINA,2652.0,105.0,21 - PARCO LAMBRO - CIMIANO,,1,20190906,4,11,0.15799230337621128
41,41,219011584,31802,15212905,4,1,2019-09-06 10:06:43,2019-09-06 09:51:40,259833556,21,219011584,2019-04-11 10:52:45,2019-04-11 11:37:50,2019-05-03 09:49:53,Si,45.5057976,9.2289709,VIA ASIAGO 41,20128,1 - OLGETTINA,2459.0,40.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,15,0.3496764727540447
42,42,219011588,32745,15214986,4,1,2019-09-06 10:39:19,2019-09-06 10:39:13,259857403,21,219011588,2019-04-11 10:10:10,2019-04-11 11:40:24,2019-04-03 07:27:59,Si,45.5006961462631,9.24156490120879,VIA PALMANOVA 27,20132,1 - OLGETTINA,2390.0,40.0,20 - PADOVA - ADRIANO,,1,20190906,10,4,0.569638053491427
43,43,219011589,33127,15201754,1,2,2019-09-06 07:49:33,2019-09-06 07:49:28,259732426,21,219011589,2019-04-11 11:20:52,2019-04-11 11:50:57,2019-05-03 07:38:01,Si,45.49457647714325,9.221343116828166,VIA ROVERETO 55,20127,1 - OLGETTINA,2300.0,5.0,9 - CENTRALE - LORETO,,1,20190906,7,7,0.43028741884716554
44,44,219011590,33444,15215387,4,1,2019-09-06 10:45:43,2019-09-06 10:45:38,259862170,21,219011590,2019-04-11 08:16:59,2019-04-11 11:47:33,2019-04-03 09:17:14,Si,45.508905695735656,9.246916396599318,VIA PADOVA 283,20132,1 - OLGETTINA,2275.0,190.0,20 - PADOVA - ADRIANO,,1,20190906,10,14,0.40815827193620685
45,45,219011592,33909,15200369,4,2,2019-09-06 07:29:04,2019-09-06 07:29:00,259717116,21,219011592,2019-04-11 11:56:24,2019-04-11 11:56:24,2019-05-03 08:51:01,Si,45.5060383,9.224540600000001,VIA ARISTOTELE 24/A,20128,1 - OLGETTINA,2488.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,7,15,0.4935916892783888
46,46,219011599,35868,15216873,2,2,2019-09-06 11:07:51,2019-09-06 10:52:49,259878439,21,219011599,2019-04-11 10:39:17,2019-04-11 11:39:28,2019-04-03 07:22:01,Si,45.502660505662796,9.238482955329003,VIA PERTICARI GIULIO 1,20127,1 - OLGETTINA,2383.0,15.0,20 - PADOVA - ADRIANO,,1,20190906,10,4,0.647946661416486
47,47,219011603,36908,15216703,2,2,2019-09-06 11:05:28,2019-09-06 10:50:25,259876701,21,219011603,2019-04-11 09:06:18,2019-04-11 11:36:43,2019-05-03 08:30:01,Si,45.508317100000006,9.2297096,VIA TEOCRITO 47,20128,1 - OLGETTINA,2485.0,35.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,10,15,0.07703731124769592
48,48,219011611,38576,15199306,4,2,2019-09-06 07:12:06,2019-09-06 07:12:04,259704587,21,219011611,2019-04-11 10:24:46,2019-04-11 11:39:57,2019-05-03 10:01:23,Si,45.5065178,9.2329031,VIA ASIAGO 77,20128,1 - OLGETTINA,2459.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,7,4,0.18324865781662458
49,49,219011612,38962,15204211,4,1,2019-09-06 08:20:28,2019-09-06 08:20:25,259755392,21,219011612,2019-01-11 09:36:38,2019-04-11 11:48:02,2019-05-03 10:10:53,Si,45.5068246,9.234683500000001,VIA GOLFO DEGLI ARANCI 25,20128,1 - OLGETTINA,2463.0,15.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,8,4,0.35426031636816663
50,50,219011616,40101,15212464,4,2,2019-09-06 09:59:24,2019-09-06 09:59:20,259828185,21,219011616,2019-04-11 11:46:01,2019-04-11 12:01:01,2019-05-03 09:53:21,Si,45.50612020000001,9.2302744,VIA ASIAGO 51,20128,1 - OLGETTINA,2459.0,50.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,15,0.1802839840806548
51,51,219011620,41490,15211265,4,2,2019-09-06 09:41:47,2019-09-06 09:41:44,259815252,21,219011620,2019-04-11 11:39:50,2019-04-11 11:54:50,2019-05-03 08:35:06,Si,45.5101802,9.2266081,VIA APELLE 59,20128,1 - OLGETTINA,2454.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,9,3,0.1659446156726596
52,52,219011621,41827,15216212,4,1,2019-09-06 10:57:36,2019-09-06 10:57:35,259870952,21,219011621,2019-04-11 10:58:44,2019-04-11 11:58:54,2019-04-03 07:17:29,Si,45.50146959992389,9.237047414073233,VIA PADOVA 173,20132,1 - OLGETTINA,2275.0,530.0,20 - PADOVA - ADRIANO,,1,20190906,10,4,0.6165890882147455
53,53,219011624,42664,15204947,4,1,2019-09-06 08:29:49,2019-09-06 08:29:47,259762210,21,219011624,2019-04-11 10:17:01,2019-04-11 12:02:16,2019-04-03 08:22:38,Si,45.501880660677465,9.237476168126818,VIA PADOVA 177,20127,1 - OLGETTINA,2275.0,520.0,20 - PADOVA - ADRIANO,,1,20190906,8,4,0.6304113904314222
54,54,219011629,43622,15201024,4,1,2019-09-06 07:39:12,2019-09-06 07:39:06,259724486,21,219011629,2019-04-11 09:40:23,2019-04-11 11:40:42,2019-04-03 09:08:45,Si,45.506186548337844,9.243174469184167,VIA PADOVA 256,20127,1 - OLGETTINA,2275.0,160.0,20 - PADOVA - ADRIANO,,1,20190906,7,4,0.14776754768014683
55,55,219011630,43874,15215093,4,1,2019-09-06 10:40:56,2019-09-06 10:25:54,259858667,21,219011630,2019-04-11 09:14:48,2019-04-11 12:00:15,2019-05-03 10:05:36,Si,45.506489,9.2333224,VIA ASTICO 76,20128,1 - OLGETTINA,2462.0,5.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190906,10,4,0.23553331396635355
56,56,219011632,44433,15215059,2,2,2019-09-06 10:40:17,2019-09-06 10:40:15,259858210,21,219011632,2019-04-11 10:56:43,2019-04-11 11:41:48,2019-02-25 08:04:01,Si,45.48095399372146,9.209451305197378,VIA TADINO ALESSANDRO 45,20124,1 - OLGETTINA,2109.0,8.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,5,0.11644891006006487
57,57,219011634,45195,15213458,4,2,2019-09-06 10:15:43,2019-09-06 10:15:37,259840161,21,219011634,2019-04-11 09:31:56,2019-04-11 11:47:18,2019-02-25 09:09:28,Si,45.481848933852405,9.209416682757363,VIA MARCELLO BENEDETTO 32,20124,1 - OLGETTINA,2128.0,20.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,5,0.24957086326765124
58,58,219011638,46354,15213120,4,1,2019-09-06 10:09:55,2019-09-06 10:09:51,259835845,21,219011638,2019-04-11 09:14:17,2019-04-11 11:59:47,2019-02-25 09:34:06,Si,45.47966642280937,9.208153465869486,VIA TADINO ALESSANDRO 26/A,20124,1 - OLGETTINA,2109.0,6.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,13,0.2787077087663246
59,59,219011641,47301,15209871,4,1,2019-09-06 09:26:50,2019-09-06 09:11:48,259804220,21,219011641,2019-04-11 01:31:03,2019-04-11 11:58:39,2019-02-25 08:16:28,Si,45.48159623455822,9.208321204108644,VIA VITRUVIO 18,20124,1 - OLGETTINA,2134.0,3.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,9,5,0.07050628594834513
60,60,219011646,48624,15216994,4,2,2019-09-06 11:09:45,2019-09-06 10:54:45,259879813,21,219011646,2019-03-11 17:56:58,2019-04-11 11:41:03,2019-02-25 09:33:29,Si,45.47972036096362,9.208220974898154,VIA TADINO ALESSANDRO 53,20124,1 - OLGETTINA,2109.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,13,0.2639175374887032
61,61,219011647,48912,15217225,4,1,2019-09-06 11:13:04,2019-09-06 10:58:00,259882335,21,219011647,2019-04-11 11:37:48,2019-04-11 11:37:48,2019-02-25 07:36:06,Si,45.48592596415575,9.213234540417377,VIALE DORIA ANDREA 31,20124,1 - OLGETTINA,2230.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,5,0.6018603015300384
62,62,219011650,49833,15203939,4,2,2019-09-06 08:16:58,2019-09-06 08:01:52,259752724,21,219011650,2019-04-11 10:48:34,2019-04-11 11:48:47,2019-02-25 07:38:05,Si,45.485508972379705,9.213328849156367,VIA PALESTRINA 12,20124,1 - OLGETTINA,2235.0,40.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,8,5,0.6200869483022935
63,63,219011654,50807,15214050,4,1,2019-09-06 10:25:11,2019-09-06 10:10:08,259847167,21,219011654,2019-04-11 11:43:39,2019-04-11 11:58:39,2019-02-25 10:50:56,Si,45.47726073209907,9.205481481684616,VIALE TUNISIA 9,20124,1 - OLGETTINA,2121.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,13,0.49420123925565235
64,64,219011655,51099,15202848,4,2,2019-09-06 08:03:50,2019-09-06 08:03:47,259742908,21,219011655,2019-10-21 01:03:55,2019-04-11 11:37:52,2019-02-25 08:21:33,Si,45.48133230141109,9.208755007990703,VIA MARCELLO BENEDETTO 26,20124,1 - OLGETTINA,2128.0,20.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,8,5,0.08501029785376496
65,65,219011658,51889,15203434,4,1,2019-09-06 08:11:06,2019-09-06 08:11:04,259748296,21,219011658,2019-04-11 11:43:03,2019-04-11 11:43:03,2019-02-25 08:04:59,Si,45.4811540234454,9.209069742513977,VIA VITRUVIO 12,20124,1 - OLGETTINA,2134.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,8,5,0.09798019221592609
66,66,219011662,52544,15214697,4,1,2019-09-06 10:35:08,2019-09-06 10:35:07,259854444,21,219011662,2019-04-11 11:21:34,2019-04-11 11:51:39,2019-02-26 08:38:36,Si,45.47820049749698,9.199864630973023,VIA MANUZIO ALDO 6,20124,1 - OLGETTINA,2114.0,2.0,9 - CENTRALE - LORETO,,1,20190906,10,10,0.1671885088904998
67,67,219011665,53476,15212291,4,1,2019-09-06 09:56:37,2019-09-06 09:56:36,259826213,21,219011665,2019-04-11 09:57:38,2019-04-11 11:57:58,2019-02-25 10:52:38,Si,45.47711962401878,9.205768570584835,VIALE TUNISIA 8,20124,1 - OLGETTINA,2121.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,9,13,0.5212598815561965
68,68,219011667,54097,15216904,4,2,2019-09-06 11:08:22,2019-09-06 10:53:19,259878817,21,219011667,2019-04-11 11:30:40,2019-04-11 12:00:45,2019-02-25 07:31:59,Si,45.48610803212078,9.21469155304601,VIALE DORIA ANDREA 39,20124,1 - OLGETTINA,2230.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,10,5,0.5239035390359363
69,69,219011670,54790,15212302,4,1,2019-09-06 09:56:51,2019-09-06 09:56:48,259826353,21,219011670,2019-04-11 10:57:56,2019-04-11 11:58:06,2019-02-25 10:17:14,Si,45.48407535155134,9.214333556772543,VIA MERCADANTE SAVERIO 1,20124,1 - OLGETTINA,2232.0,5.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190906,9,5,0.6410163544298274
